domain,validated,confidence,entity_type,evidence_pages,supporting_snippets,reasoning
zhooma.com,True,0.7,unknown,https://zhooma.com/samsung-galaxy-s9-plus-64go/pid/n1654 | https://www.zhooma.com/section/telephone-tablette,Téléphone & Tablette Infinix Infinix Huawei Huawei Xiaomi Xiaomi Samsung Samsung Tecno Tecno Tablette Tablette iPad Téléphone avec touche Téléphone avec touche iPhone iPhone Itel Itel | ZHOOMA Mali | Téléphone & Tablette Achetez tous vos articles preférés et soyez livrez en un temps record à travers tout le Mali.,"The retrieved pages primarily show that Zhooma is selling smartphones and tablets. There is no explicit evidence that the company provides smartphone financing directly, underwrites, leases, or sells smartphones on installments. There is no indication that they act as an aggregator or mention third-party financing partners either. Due to the lack of relevant information about financing, the entity type must be set to 'unknown'."
recharge.com,True,0.8,unknown,https://www.recharge.com/fr/ml/malitel | https://www.recharge.com/en/ml/malitel,re plan prépayé Malitel sur Recharge.com. Il suffit de quelques tapotements ! Nous savons combien il est frustrant de ne pas avoir assez de crédit. | Recharge Malitel Mali phones online | recharge.com Buy Malitel Mali recharge online ✓ Receive your code instantly by email ✓ More than 23 safe payment methods,"The retrieved pages only describe a phone recharge service allowing customers to buy credit for phones. There is no evidence that the company directly offers smartphone financing, leases, or sells smartphones on installments. Therefore, the entity type must be 'unknown' as evidence is insufficient or unrelated to the target category."
maliweb.net,True,0.3,unknown,https://www.maliweb.net/economie/telecom/paiement-mobile-et-vtc-orange-money-sintegre-a-moov-pour-transformer-la-mobilite-urbaine-3115026.html | https://www.maliweb.net/moov-money-malitel-les-transferts-dargent-entre-comptes-desormais-gratuits,Orange Finances Mobiles Mali a annoncé la signature d’un partenariat stratégique avec l’application de VTC Moov. | Content irrelevant or insufficient for smartphone financing evidence.,"The provided pages mention partnerships and mobile payment services but do not provide direct evidence that Maliweb.net offers smartphone financing services directly. There is no indication that Maliweb underwrites, finances, leases, or sells smartphones on installments. Given the limited and ambiguous content, the classification is unknown."
mobilerecharge.com,True,0.9,unknown,https://mobilerecharge.com/send/recharge/Mali/Malitel/20Prepaid/20Credit | https://mobilerecharge.com/buy/mobile/recharge/mali,"MobileRecharge.com supports various types of mobile recharge such as airtime, data, or bundle using secure payments. | We have great daily offers for international airtime transfers, payments are processed in a secure and reliable environment.","The retrieved pages only discuss mobile recharge services (airtime, data bundles) and international airtime transfers. There is no evidence that mobilerecharge.com directly offers smartphone financing, installment sales, leasing, or underwriting of smartphone financing. Therefore, based on the provided pages, the entity type is unknown due to lack of relevant evidence."
mali-achats.com,True,0.8,unknown,https://www.mali-achats.com/boutiques/telephonie | https://www.mali-achats.com/page/modes-de-paiement,"Mali-achats est un site web de vente en ligne au Mali. Avec la plateforme de e-commerce Mali-achats, faîtes vos achats en ligne | Les achats effectués via Mali-achats, peuvent être réglés : En cash à la livraison des articles ; Via","The retrieved pages show Mali Achats is an e-commerce platform selling smartphones and accessories directly but provide no evidence that the company itself offers financing, installment payments, or leasing for smartphones. Payment methods include cash but do not indicate credit or financing services. Therefore, the entity type must be 'unknown' since no direct provision or financing of smartphone sales is evidenced."
monniz.com,False,0.9,unknown,https://monniz.com/service/forfait-internet-orange-mali | https://monniz.com/service/recharge-mobile-malitel-mali,"Payer : Procédez au paiement en utilisant l'une des méthodes disponibles. Votre recharge sera créditée instantanément sur le numéro du destinataire. Avec Monniz, restez connecté facilement et rapidement au Mali avec le Forfait internet Orange. | Payer : Procédez au paiement en utilisant votre méthode de paiement préférée. La recharge sera créditée instantanément sur le numéro du destinataire.","The provided pages only describe prepaid service recharges and internet forfaits without any indication that Monniz directly offers, finances, underwrites, leases, or sells smartphones on installment. There is no evidence that Monniz is a provider, aggregator, or partner related to smartphone financing."
samsung.com,True,0.9,provider,https://www.samsung.com/africa/en/offer/ghana-s24-consumer-finance-promo | https://www.samsung.com/us/apps/samsung-wallet/installment-payments | https://www.samsung.com/ae/offer/payments,"Buy now, Pay Later Flexible financing available for up to 24 months. *Subject to terms and conditions. Valid from Apr 15. 2024 ~ Dec 31. 2024 Buy the Galaxy S24 Now, Pay Later | Learn how to split your purchase into installments using Samsung Wallet and a compatible credit card. Flexible, smaller payment plans made simple. | Samsung Payments | Buy Now Pay Later & Installment Plans | Samsung Gulf Some purchases just can't wait. Now they don't have to with our range of flexible payment options to suit every budget!","The evidence consistently demonstrates Samsung.com promoting and offering flexible financing, installment plans, and buy now pay later payment options directly to customers purchasing smartphones. Since the financing and installment services are presented on Samsung's official domain without indication of third-party exclusivity, the company qualifies as a 'provider' of smartphone financing per the given rules."
maxit.orange.com,False,0.8,unknown,https://maxit.orange.com/en/page-contry-mali.html | https://maxit.orange.com/fr/page-pays-mali.html | https://maxit.orange.com/fr/recharge-operateur-malitel-mali.html,"You just need a credit card or another payment method accepted by Max It: bank card, Google Pay, Apple Pay, and Samsung Pay. Do I need to log in to my account every time I want to top up? Yes, you need to log in to your account to send top-ups. | Puis-je recharger un numéro Malien depuis l’étranger ? Oui, vous pouvez recharger un numéro malien depuis n’importe quel pay | Si le crédit n’est pas reçu après un certain temps, nous vous conseillons de faire vérifier le solde sur le téléphone destinataire par le bénéficiaire de la recharge","All provided pages discuss services related to mobile phone credit top-up and payment methods only, with no mention or evidence that Max it directly offers smartphone financing services such as installment plans, leasing, underwriting, or sales under the target category. Hence, the entity type is unknown as the evidence is insufficient to classify as provider, aggregator, or partner_only."
doctorsim.com,False,0.8,unknown,https://www.doctorsim.com/ca-en/topup-phone/countries/mali | https://www.doctorsim.com/fr/ml/topup-phone/mali-moovafrica,"Choose the currency (US dollars o euros) and the secure payment method you prefer: PayPal , credit or debit card , Apple Pay , Google Pay , digital currencies , etc. Don't forget to double check all the details before completing your order to speed up the process. | Mobile Top Up Italy - Iliad Top Up Ivory Coast - Orange Top Up Mali - Moov Africa Top Up Mali - Orange Top Up Spain - Vodafone Top Gift Cards Buy or Gift France - Paysafecard Top Phones Unlocks & Checks Phone Model Finder Blacklist Check Carrier Check Apple iPhone 13 Apple iPhone 17 Pro Max Apple iPhone 16 Pro Max Apple iPhone 15 Pro Max","Based only on the provided pages, Doctorsim appears to offer phone top-up and phone unlocking services but there is no evidence that it directly offers smartphone financing, installment sales, leasing, underwriting, or related services. Thus, the entity type is unknown with evidence insufficient to classify the company as a provider, aggregator, or partner_only for smartphone financing."
baluwo.com,False,0.8,unknown,https://baluwo.com/fr/afrique/mali/recharge-mobile-mali,"chez Baluwo nous vous aidons à y parvenir, car vous pouvez recharger un téléphone portable maliens directement sur notre plateforme, de manière rapide, simple et surtout sûre","The provided evidence only shows that Baluwo offers mobile phone recharge services to Mali, with no indication of smartphone financing or related installment sales. Therefore, there is insufficient evidence to classify the company as a provider, aggregator, or partner for smartphone financing."
libon.com,False,0.8,unknown,https://www.libon.com/offre/ml-recharge,Buy Your minutes directly on the app or at one of our points of sale in Europe and the USA,"The provided page evidence shows that Libon offers prepaid calling minutes but does not include any indication of financing, leasing, or selling smartphones either directly or through partners. Therefore, based on the available data, the company cannot be classified as a provider, aggregator, or partner_only for smartphone financing."
orangemoney.fr,False,0.2,unknown,https://orangemoney.fr/envoyer-de-l-argent-au-mali,avec son téléphone portable. Voici quelques exemples : Acheter des recharges prépayées ISAGO Effectuer ses achats en toute sécurité avec le paiement marchand Sarali Payer ses factures d’eau et d’électricité en toute simplicité Renouveler son abonnement télé sans se déplacer Payer ses factures Orange Régler les frais de scolarité Payer ses courses sur Internet Rester informé de l’actualité culturelle via Orange loisir,"The provided page content does not include any clear evidence that Orangemoney FR directly offers, finances, underwrites, leases, or sells smartphones or smartphone financing services. The examples relate to payments and recharges, which are unrelated to smartphone financing. No partner or aggregator relationship is indicated either. Therefore, the entity type must be 'unknown' due to insufficient evidence."
bossrevolution.com,False,0.6,unknown,https://www.bossrevolution.com/en-us/country/mali/international-mobile-topup,You’ll be able to send credit via the app or online to recharge the balance of a mobile phone in Mali.,"The provided page from bossrevolution.com exclusively describes mobile airtime top-up functionality and contains no mention or indication of the company directly offering smartphone financing services, installment plans, or related financial products. Thus, based on the supplied pages, the entity type is classified as 'unknown' due to insufficient evidence."
tecno-mobile.com,False,0.2,unknown,https://www.tecno-mobile.com/ml/promotionstore,"promotionstore | TECNO Smartphones promotionstore | TECNO Smartphones Téléphones PHANTOM CAMON SPARK POP All Models Comparer les modèles Accessories Tablettes Boutiques Assistance Communauté Téléphones PHANTOM CAMON SPARK POP All Models Comparer les modèles Accessories Tablettes Boutiques Assistance Communauté SAISISSEZ L'OBJET DE VOTRE RECHERCHE, PUIS APPUYEZ SUR ENTREE Rechercher TECNO Rechercher Liens rapides Deco","The single retrieved page from the domain contains no explicit mention of TECNO Smartphones directly providing financing, installment payment options, leasing, or related smartphone financing services. There is no indication that TECNO acts as a provider, aggregator, or partner_only in financing. Given the absence of relevant evidence, the entity type is set to unknown with low confidence."
horonyafinance.com,False,0.1,unknown,https://www.horonyafinance.com/mali-telecommunications-moov-africa-malitel-desormais-sous-le-controle-de-letat,Invictus Media Group SARL Immeuble Wendsom à Zogona Av. du Président Thomas Sankara. OUAGADOUGOU BURKINA FASO Tel: +226 74 34 80 20 contact@horonyafinance.com,"The retrieved page contains no evidence that Horonyafinance directly offers smartphone financing, acts as an aggregator, or partners with other financing providers. Based on the provided page, there is insufficient information to classify the company in any of the allowed entity types."
agefaumali.com,False,0.3,unknown,https://agefaumali.com/,"AGEFAU – Pour tout le Mali connecte Rue 394, contigu à l'ex Collège Horizon : ACI 2000 +223 20 29 02 56 courrier@agefau.ml AGEFAU AGEFAU ACCUEIL PRESENTATION Missions ACTUALITES Coupe du Numérique 2ème Edition 3ème Edition Montée des Couleurs NOS PROJETS Centre Accès Universel Centres d’Accès Universel Conteneurisés Projet d’Extension de la Couverture Réseau Projet d’Accès aux Services de Télécommunications des Colle","The retrieved page from agefaumali.com contains no explicit information or indication that the company directly provides, finances, underwrites, leases, or sells smartphones on installments. Therefore, based on the given evidence and rules, the entity type cannot be confidently determined and defaults to 'unknown'."
mboasu.com,False,0.7,unknown,https://www.mboasu.com/en/Mali.html,Recharge a mobile in Mali. Recharge mobiles of friends and familly. We have the lowest prices!,"The only retrieved page content is about recharging mobile phones in Mali and does not contain any information about financing, selling on installments, leasing or underwriting smartphone financing. Therefore, there is insufficient evidence to classify the company as a provider, aggregator, or partner_only for smartphone financing."
waricel.com,False,0.8,unknown,https://www.waricel.com/orange-money-transfer-mali,"Mali - Transfert d'argent Mobile Money TRANSFERT D'ARGENT INTERNATIONAL Directement sur les comptes Orange Money, MTN Mobile Money, Moov Money.","The retrieved page only provides information about money transfer services via Mobile Money platforms. There is no mention or evidence that the company directly offers smartphone financing services, nor is there evidence of being an aggregator or a partner only. Therefore, the classification is 'unknown'."
topup-balance.com,False,0.7,unknown,https://topup-balance.com/en-ml/mobile-mali,"$33.32 Unlimited eSIM, Unlimited Essential, 3 Days Unlimited eSIM, Unlimited Essential, 3 Days FROM $3.53 Orange Orange FROM $39.06 Cherry Credits Cherry Credits Recommended FROM $0.99 Free Fire Free Fire FROM $3.53 Orange Orange Pay with Cryptocurrency in Mali. 【17+】 payment methods for Mobile! ⏩ Fast, instant & secure. Recharge online & safe payment Mobile in Mali. Online mobile top-up TopUp-Balance provides a sim","The only retrieved page shows evidence of mobile top-up services without any mention of financing, leasing, or installment sales of smartphones. Therefore, there is insufficient evidence that Topup Balance directly provides smartphone financing."
maya.net,False,0.8,unknown,https://maya.net/esim/mali,"Travel with unlimited high-speed data in Mali with a prepaid travel eSIM. Instant activation via email, no SIM card required! eSIM for Mali - Prepaid & Unlimited Data from $4.99 | Maya Mobile","Based on the retrieved page content, the company maya.net provides prepaid data and eSIM services, but there is no evidence that it directly offers smartphone financing or related installment services. The company description and page content focus solely on prepaid data, which is unrelated to the target category smartphone_financing."
rechargemobile.co,False,0.9,unknown,https://www.rechargemobile.co/fr/mali,"Rechargez en ligne votre mobile au Mali - Recharge Mobile Achetez en ligne du crédit téléphonique pour recharger un numéro prépayé au Mali, pour vous ou vos proches.","The retrieved page content indicates that Rechargemobile provides online mobile airtime top-up services but does not mention directly providing smartphone financing, installment sales, leasing, or underwriting. Therefore, it does not meet the criteria for provider, aggregator, or partner_only related to smartphone financing. Due to insufficient evidence, the classification is unknown."
allo.monisnap.com,True,0.9,unknown,https://allo.monisnap.com/gb/countries/ml/operators/malitel | https://allo.monisnap.com/fr/pays/ml,"Monisnap offers you to top up the mobile of your relatives abroad in a few seconds. It is very simple: Choose the Malitel top-up Enter the phone number to top up Mali Pay online on Monisnap There you go, the top-up is credited to your beneficiary's phone in a few seconds | Rechargez du crédit d'appel, SMS et internet pour vous ou vos proches au Mali avec Orange, Boomplay, Malitel, Telecel.","All retrieved pages describe Monisnap as a platform for mobile phone credit top-ups and recharges to beneficiaries abroad. There is no mention or indication that Monisnap directly provides, finances, underwrites, leases, or sells smartphones on installments. The company does not appear to be an aggregator or a partner-only financing facilitator either from the content. Therefore, the entity type is unknown due to insufficient evidence regarding smartphone financing."
dgi.gouv.ml,True,0.9,unknown,https://www.dgi.gouv.ml/ | https://www.dgi.gouv.ml/reel | https://www.dgi.gouv.ml/comment-obtenir-des-renseignements-sur-nos-bureaux,"Direction Générale des Impôts du Mali Impôt du mali : une administration fiscale a l'écoute des maliens. | TECHNIQUE SYSTEM TAXE/VALEUR AJOUTEE ... LE FINANCEMENT DIVERS PROJETS - BTP ... | Direction Générale des Impôts Hamdallaye ACI 2000, Bamako ...","Based on the provided pages, the company DGI Gouv ML is a government tax authority with no indication it provides, finances, underwrites, leases, or sells smartphones on installments. No mention or evidence of smartphone financing services or partnerships for financing was found, so the classification is 'unknown'."
financesonefiles.worldbank.org,True,0.9,unknown,https://blogs.worldbank.org/en/africacan/digital-financial-services-can-bring-inclusion-and-growth-mali | https://financesonefiles.worldbank.org/f-one/DS01154/Contract/Awards/in/Investment/Project/Financing///for/Projects/in/Africa/region.csv,"people like Moussa can not only call home, but they can also send money, save money, and access insurance and credit through their phones. | La mise à jour et l'extension du système de gestion de données et des paiements du Financement Basé sur les Résultats (FBR) au Cameroun","The provided documents discuss digital financial services, financing projects, and related data management but do not contain any direct evidence that the company 'Financesonefiles Worldbank' or the domain 'financesonefiles.worldbank.org' provides smartphone financing services directly (such as financing, underwriting, leasing, or installment sales of smartphones). Therefore, the company/entity type is unknown based on the given data."
bceao.int,,0.0,unknown,,,No relevant evidence pages were retrieved for validation.
paybindi.com,True,0.8,provider,https://paybindi.com/,"technologie PAYBINDI Lock peut verrouiller le smartphone si le solde n’est pas payé selon l’échéancier convenu. Cela assure la sécurité du financement et protège votre investissement. Notre sélection Redmi Voir les produits Xiaomi Redmi Note 12 Pro 5G – 256Go – 8Go Ram – 50Mp – 2 Nano-SIMs 190,000 CFA Location avec option achat","The retrieved pages describe Paybindi offering smartphone financing directly, including leasing with purchase options and a lock technology that secures the financed smartphone until payments are made. There is no indication that financing is provided by partners or that the site functions solely as an aggregator. Therefore, Paybindi qualifies as a provider for smartphone financing."
boamali.com,False,0.8,unknown,https://www.boamali.com/particuliers/prets/pret-personnel | https://www.boamali.com/particuliers/prets,Le Prêt Personnel est un prêt à moyen terme sur maximum 84 mois destiné à financer l’achat de biens de consommation ou d’équipement | Découvrez les solutions de prêts de BANK OF AFRICA !,"The retrieved pages mention personal loans for acquiring goods or equipment, but none explicitly state financing, selling, or leasing smartphones specifically or via installment plans. There is no direct evidence that Bank of Africa Mali directly offers 'smartphone_financing' as a targeted service, nor mentions partnerships or aggregators related to this category. Therefore, based on the provided pages only, the status is 'unknown'."
pixmania.com,False,0.3,unknown,https://www.pixmania.com/fr/fr/smartphones-samsung.html | https://www.pixmania.com/fr/fr/smartphones-iphone.html,Samsung Galaxy - Paiement en plusieurs fois Retrouvez tous les modèles de Smartphones Samsung neufs et reconditionnés. | aucun problème que se soit au niveau du financement ou du service client,"The retrieved pages mention payment options and financing in general terms but do not clearly show that Pixmania directly offers, finances, underwrites, leases, or sells smartphones on installments. The evidence is ambiguous and insufficient to classify the company as a provider, aggregator, or partner_only for the target category. Thus, the entity type is set to unknown with low confidence."
wearetech.africa,False,0.8,unknown,https://www.wearetech.africa/fr/fils/solutions/senegal-nixacom-propose-des-paiements-echelonnes-pour-des-produits-tech,"Elle permet de se procurer des gadgets technologiques en payant en plusieurs tranches, grâce à un système BNPL (Buy Now, Pay Later, soit Achetez maintenant, payez plus tard). On y retrouve entre autres des smartphones, des tablettes","The retrieved pages mention installment payments (BNPL) for smartphones and tech products related to Nixacom, but do not explicitly state that Wearetech Africa directly provides, finances, underwrites, leases, or sells smartphone financing. The evidence is insufficient and ambiguous, so the classification is unknown and validation is false."
afgbankmali.com,False,0.7,unknown,https://afgbankmali.com/epargne-placements | https://afgbankmali.com/credit,"Prêt À son terme, le PEP donne droit à crédit à un taux préférentiel. Il permet d’emprunter à hauteur de deux fois le capital déposé, hors intérêt. Il ne peut excéder 4 000 000 FCFA. | Votre conseiller détermine le montant du prêt et des mensualités. Quel est le taux d’intérêt du prêt immobilier ? Le taux d’intérêt du prêt immobilier est négociable.","The retrieved pages mention general credit and loan services but do not provide evidence that the company directly offers, finances, underwrites, leases, or sells smartphones or smartphone financing installment plans. There is also no indication that financing is provided by a partner or that the site is an aggregator. Therefore, the entity type is unknown due to insufficient information."
apple.com,True,0.9,provider,https://support.apple.com/fr-ml/guide/apple-card-web-servicing/devf02de526c/web | https://www.apple.com/fr/shop/browse/financing,View details about your Apple Card Monthly Installments in a web browser. You can also make early payments toward your installment balance. | Découvrez comment faire reprendre votre appareil et profiter d’options de financement et de paiement par mensualités sur vos produits Apple préférés.,"The retrieved pages show Apple offers 'Apple Card Monthly Installments' and detailed financing options on their own store for Apple products. This demonstrates Apple directly provides the smartphone financing service and is not just an aggregator or partner. Therefore, the entity type is 'provider' with high confidence."
trustonic.com,True,0.8,provider,https://www.trustonic.com/device-locking/carriers | https://www.trustonic.com/opinion/redefining-smartphone-purchases-in-africa-with-buy-now-pay-later,"Trustonic's device financing solution for carriers opens new revenue generation opportunities for MNOs & reduces the risks of bad debt. | By allowing customers to acquire products and pay in instalments, this model transforms Africa’s financial landscape and becomes synonymous with the future of shopping for gadgets, especially smartphones.","The provided pages describe Trustonic offering a device financing solution for carriers and promoting a buy-now-pay-later approach for acquiring smartphones, which aligns with direct provision of smartphone financing services. There is no indication that financing is provided solely by a partner or that the site functions as an aggregator or unrelated entity."
hps-worldwide.com,False,0.3,unknown,https://www.hps-worldwide.com/blog/buy-now-pay-later-shaping-global-credit-and-commerce,"Buy Now, Pay Later: Shaping Global Credit and Commerce | HPS Worldwide Insights Blog Careers Locations Contact Us About HPS Your Business Card Issuing Credit Management Merchant Acquiring Fraud Monitoring Retail Payment e/m Commerce Payment Analytics Mobile Payment ATM Management POS Management Investor Relations Financial Press Release Financial Reports Investors Presentations General Assemblees HPS Stock Quote Stat","The only retrieved page from the HPS Worldwide domain is a blog entry mentioning Buy Now, Pay Later and various payment and credit management services, but it does not explicitly state that HPS Worldwide directly provides smartphone financing. There is no clear evidence that the company finances, underwrites, leases, or sells smartphones on installment plans. Therefore, based on the provided information alone, the entity type must be classified as unknown with low confidence."
blogs.worldbank.org,False,0.2,unknown,https://blogs.worldbank.org/en/africacan/digital-financial-services-can-bring-inclusion-and-growth-mali | https://blogs.worldbank.org/fr/africacan/potentiel-des-services-financiers-numeriques-pour-favoriser-inclusion-et-croissance-au-Mali,"people like Moussa can not only call home, but they can also send money, save money, and access insurance and credit through their phones. | la technologie a la capacité de soutenir une croissance inclusive et le redressement du pays.","The retrieved pages discuss digital financial services and mobile money usage primarily in the context of financial inclusion and economic growth. There is no direct mention or evidence that Blogs Worldbank or its domain directly provides, finances, underwrites, leases, or sells smartphones on installments or offers targeted smartphone financing. The evidence does not match the criteria for provider, aggregator, or partner_only; thus, the classification is unknown with low confidence."
theses.hal.science,,0.0,unknown,,,No relevant evidence pages were retrieved for validation.
finances.ml,False,0.4,unknown,https://finances.ml/sites/default/files/2019-03/Liste/20des/20Bases/20Legales/Cat/13062016.pdf | https://finances.ml/sites/default/files/2025-05/VISION-MALI-2063.pdf,"�����,��nD'��&�����n�c��v���S�7�0���輡۩>����� �>�T�L�}6}��(��.qNǙ'�\�g��h~�b�f��bEP��RItWsr[�� 2�&��nuD�ſ]Д��h���U�����a:�� �jI�PaY�T��υ�{GZc��uu���¬B�k
mastercard.com,True,0.85,provider,https://www.mastercard.com/global/en/business/payments/consumer-payments/next-gen-payments/mastercard-installments.html | https://www.mastercard.com/fr/fr/business/payments/consumer-payments/next-gen-payments/mastercard-installments.html,"Mastercard offers a variety of installment payment solutions and pay later programs that provide greater flexibility for issuers, merchants, and consumers. | Mastercard Installments permet aux consommateurs de différer leur paiement, en achetant ce dont ils ont besoin et en échelonnant les paiements au fil du temps.","The retrieved pages confirm Mastercard provides installment payment solutions directly, allowing consumers to pay over time for purchases. This matches the target category 'smartphone_financing' if smartphone purchases are included in the eligible purchases. There is no evidence that Mastercard acts only as an aggregator or partner; rather, they offer the financing service themselves."
bnda-mali.com,False,0.3,unknown,https://bnda-mali.com/fr/comment-avoir-un-financement-pour-son-projet-au-mali | https://www.bnda-mali.com/fr/produit/prets,"La BNDA vous accorde plusieurs types de crédit pour répondre à vos différents besoins d’Équipement, d’Investissement et autres activités permettant de réaliser vos projets. | Le jeudi 30 octobre 2025 a eu lieu la cérémonie de signature de convention de financement entre la BNDA et la Société Financière Internationale (SFI).","The retrieved pages indicate that BNDA Mali provides various types of financing and credits for equipment and projects, but there is no explicit evidence that they directly provide smartphone financing or related installment services. There is also no mention of acting as an aggregator or partner referring financing to others. Thus, the classification is 'unknown' due to insufficient specific evidence."
