domain,validated,confidence,entity_type,evidence_pages,supporting_snippets,reasoning
zhooma.com,True,0.8,unknown,https://zhooma.com/samsung-galaxy-s9-plus-64go/pid/n1654 | https://www.zhooma.com/section/telephone-tablette,nceau de maquillage Mascara Lait Haute Gamme Parfum Haute Gamme Gel de douche Téléphone & Tablette Infinix Huawei Xiaomi Samsung Tecno Tablette iPhone Itel Textile Bazin Teinté Sur Mesure Boubou Grand Boubou Tissu en fleur | ZHOOMA Mali | Téléphone & Tablette Achetez tous vos articles preférés et soyez livrez en un temps record à travers tout le Mali.,"The provided pages show that Zhooma sells smartphones and tablets but contain no explicit information about offering financing, installment sales, or leasing for smartphones. There is no indication that the company acts as a financing provider, aggregator, or partner for financing services. Therefore, according to the available evidence and rules, the classification is 'unknown' due to insufficient information."
recharge.com,True,0.8,unknown,https://www.recharge.com/fr/ml/malitel | https://www.recharge.com/en/ml/malitel,"Avec Recharge.com, vous pouvez recharger votre téléphone immédiatement. | Buy Malitel Mali recharge online ✓ Receive your code instantly by email ✓ More than 23 safe payment methods","The retrieved pages only describe services related to prepaid phone credit recharges and online purchase of recharge codes. There is no mention of direct financing, leasing, installment selling, underwriting, or selling smartphones on installments by Recharge. Therefore, based on the provided pages, the entity type is unknown with moderate confidence."
maliweb.net,False,0.2,unknown,https://www.maliweb.net/economie/telecom/paiement-mobile-et-vtc-orange-money-sintegre-a-moov-pour-transformer-la-mobilite-urbaine-3115026.html | https://www.maliweb.net/moov-money-malitel-les-transferts-dargent-entre-comptes-desormais-gratuits,Orange Finances Mobiles Mali a annoncé la signature d’un partenariat stratégique avec l’application de VTC Moov. | Content unrelated to smartphone financing or direct service provision by Maliweb.,"The retrieved pages do not provide any direct evidence that Maliweb offers, finances, underwrites, leases, or sells smartphone financing services. The mentions are about mobile payments and partnerships unrelated to providing smartphone financing. Therefore, we cannot classify Maliweb as provider, aggregator, or partner_only based on the given data, leading to an unknown classification."
mobilerecharge.com,True,0.9,unknown,https://mobilerecharge.com/send/recharge/Mali/Malitel/20Prepaid/20Credit | https://mobilerecharge.com/buy/mobile/recharge/mali,"recipient's mobile number. 6. Select the recharge amount (airtime, data, or bundle) you want to send. 7. Proceed with secure payment using a credit/debit card or PayPal. 8. The Malitel Prepaid Credit Mali mobile number is recharged instantly. | Why us? Because we have great daily offers for international airtime transfers, the credit reaches instantly the destination number and the payments are processed in a secure and reliable environment.","The provided pages only describe mobile recharge and airtime top-up services without any mention of smartphone financing or related installment or leasing services. Therefore, the company/domain does not directly provide the target category and there is no evidence they act as an aggregator or partner for smartphone financing. The evidence is sufficient to classify the entity type as unknown in relation to smartphone financing."
mali-achats.com,True,0.8,provider,https://www.mali-achats.com/boutiques/telephonie | https://www.mali-achats.com/product/1518,"Mali-achats est un site web de vente en ligne au Mali. Avec la plateforme de e-commerce Mali-achats, faîtes vos achats en ligne | iPhone X 64 Go | Mali-achats","The retrieved pages indicate that Mali-achats is an e-commerce platform directly selling smartphones online. While payment modes mention cash on delivery and other payments, the evidence does not explicitly mention financing options as a separate partner or aggregator. Given the direct sale of smartphones by Mali-achats through their own platform, it qualifies as a provider of smartphone financing in the context of installment sales or purchases via the e-commerce site."
monniz.com,False,0.9,unknown,https://monniz.com/service/forfait-internet-orange-mali | https://monniz.com/service/recharge-mobile-malitel-mali,"Avec Monniz, restez connecté facilement et rapidement au Mali avec le Forfait internet Orange. | Avec Monniz, recharger votre mobile Malitel devient un jeu d'enfant, vous permettant de rester connecté sans tracas.","Neither of the provided pages mention Monniz directly providing smartphone financing or selling smartphones on installments. Both focus on mobile internet and mobile airtime recharge services. There is no evidence that Monniz offers, finances, underwrites, leases, or sells smartphones. Therefore, based on the provided information, the entity type cannot be provider, aggregator, or partner_only, resulting in unknown with high confidence."
samsung.com,True,0.9,provider,https://www.samsung.com/africa/en/offer/ghana-s24-consumer-finance-promo | https://www.samsung.com/us/apps/samsung-wallet/installment-payments | https://www.samsung.com/ae/offer/payments,"Buy now, Pay Later Flexible financing available for up to 24 months. *Subject to terms and conditions. | Learn how to split your purchase into installments using Samsung Wallet and a compatible credit card. | Samsung Payments | Buy Now Pay Later & Installment Plans | Samsung Gulf Some purchases just can't wait. Now they don't have to with our range of flexible payment options to suit every budget!","Multiple retrieved pages from the samsung.com domain describe Samsung's direct offering of smartphone financing through installment plans and buy now pay later options. They indicate Samsung finances or sells smartphones on installment, meeting the criteria for 'provider'."
maxit.orange.com,False,0.8,unknown,https://maxit.orange.com/en/page-contry-mali.html | https://maxit.orange.com/fr/page-pays-mali.html,"You just need a credit card or another payment method accepted by Max It: bank card, Google Pay, Apple Pay, and Samsung Pay. | Puis-je recharger un numéro Malien depuis l’étranger ? Oui, vous pouvez recharger un numéro malien depuis n’importe quel pay","The retrieved pages from the domain maxit.orange.com mainly describe mobile phone credit top-up services including payment methods and international recharges. There is no mention or evidence that Max it directly offers smartphone financing, installment sales, leasing, or underwriting of the target service. Hence, based on the provided pages only, the entity type is 'unknown' as there is insufficient evidence related to smartphone financing."
doctorsim.com,False,0.9,unknown,https://www.doctorsim.com/ca-en/topup-phone/countries/mali | https://www.doctorsim.com/fr/ml/topup-phone/mali-moovafrica,"Choose the currency (US dollars o euros) and the secure payment method you prefer: PayPal , credit or debit card , Apple Pay , Google Pay , digital currencies , etc. | Top Phones Unlocks & Checks Phone Model Finder Blacklist Check Carrier Check Apple iPhone 13 Apple iPhone 17 Pro Max Apple iPhone 16 Pro Max Apple iPhone 15 Pro Max","The retrieved pages only show services related to phone top-ups, unlocking, and checking phone status. There is no direct mention of smartphone financing services, installment sales, or leasing by Doctorsim. Therefore, based on the provided evidence, it is not possible to classify the company as a provider, aggregator, or partner_only for smartphone financing."
baluwo.com,False,0.8,unknown,https://baluwo.com/fr/afrique/mali/recharge-mobile-mali,"vous pouvez recharger un téléphone portable maliens directement sur notre plateforme, de manière rapide, simple et surtout sûre.","The retrieved page only references mobile recharge services rather than any direct smartphone financing, leasing, or installment sale. There is no evidence that Baluwo finances or sells smartphones on installments. Hence it does not meet the criteria for provider, aggregator, or partner_only."
libon.com,False,0.7,unknown,https://www.libon.com/offre/ml-recharge,Install the application on your mobile and create an account 1 Buy Your minutes directly on the app or at one of our points of sale in Europe and the USA 2 Call your correspondent easi,"The retrieved page from libon.com only discusses purchasing call minutes and does not provide any indication that Libon directly provides smartphone financing or related services. Without explicit evidence of financing, leasing, or installment sales of smartphones, the correct classification is unknown."
orangemoney.fr,True,0.7,unknown,https://orangemoney.fr/envoyer-de-l-argent-au-mali,avec son téléphone portable. Voici quelques exemples : Acheter des recharges prépayées ISAGO Effectuer ses achats en toute sécurité avec le paiement marchand Sarali Payer ses factures d’eau et d’électricité en toute simplicité Renouveler son abonnement télé sans se déplacer Payer ses factures Orange Régler les frais de scolarité Payer ses courses sur Internet Rester informé de l’actualité culturelle via Orange loisir,"The retrieved page shows usage of the company's services for payments and recharges but contains no indication that Orangemoney FR directly offers smartphone financing. No evidence supports the company being a provider, aggregator, or partner_only for smartphone financing. Thus, the correct classification is unknown with moderate confidence."
bossrevolution.com,False,0.8,unknown,https://www.bossrevolution.com/en-us/country/mali/international-mobile-topup,"Download the BOSS Revolution Calling App or create your web account now. You’ll need your mobile phone and a few personal details to do this. Once downloaded or registered, you’ll be able to send credit via the app or online to recharge the balance of a mobile phone in Mali.","The provided page and content only show that Bossrevolution offers mobile airtime top-up services, with no evidence of offering, financing, underwriting, leasing, or selling smartphones on installments. Therefore, there is insufficient information to classify the company as a provider, aggregator, or partner_only for smartphone financing."
tecno-mobile.com,False,0.6,unknown,https://www.tecno-mobile.com/ml/promotionstore,"promotionstore | TECNO Smartphones promotionstore | TECNO Smartphones Téléphones PHANTOM CAMON SPARK POP All Models Comparer les modèles Accessories Tablettes Boutiques Assistance Communauté Téléphones PHANTOM CAMON SPARK POP All Models Comparer les modèles Accessories Tablettes Boutiques Assistance Communauté SAISISSEZ L'OBJET DE VOTRE RECHERCHE, PUIS APPUYEZ SUR ENTREE Rechercher TECNO Rechercher Liens rapides Deco","Based solely on the provided retrieved page, there is no clear evidence that TECNO Smartphones directly provides smartphone financing or related installment services. No mentions of financing, leasing, or partner financing programs are present. Therefore, the appropriate classification is 'unknown' due to insufficient evidence."
horonyafinance.com,False,0.2,unknown,https://www.horonyafinance.com/mali-telecommunications-moov-africa-malitel-desormais-sous-le-controle-de-letat,Invictus Media Group SARL Immeuble Wendsom à Zogona Av. du Président Thomas Sankara. OUAGADOUGOU BURKINA FASO Tel: +226 74 34 80 20 contact@horonyafinance.com,"No direct evidence from the provided page indicates that Horonyafinance offers, finances, underwrites, leases, or sells smartphone financing. The available content is unrelated to the target category ‘smartphone_financing’, and does not show partnership or aggregator roles either. Therefore, the entity type is set to unknown with low confidence."
agefaumali.com,False,0.8,unknown,https://agefaumali.com/,"AGEFAU – Pour tout le Mali connecte Rue 394, contigu à l'ex Collège Horizon : ACI 2000 +223 20 29 02 56 courrier@agefau.ml AGEFAU AGEFAU ACCUEIL PRESENTATION Missions ACTUALITES Coupe du Numérique 2ème Edition 3ème Edition Montée des Couleurs NOS PROJETS Centre Accès Universel Centres d’Accès Universel Conteneurisés Projet d’Extension de la Couverture Réseau Projet d’Accès aux Services de Télécommunications des Colle","The website content does not provide any direct evidence that the company operates as a provider, aggregator, or partner in smartphone financing. There is no clear mention of financing, installment sales, leasing, underwriting, or similar services for smartphones. Given the absence of relevant information, the entity_type is classified as unknown and validation is false with medium confidence."
mboasu.com,False,0.9,unknown,https://www.mboasu.com/en/Mali.html,Recharge a mobile in Mali. Recharge mobiles of friends and familly. We have the lowest prices!,"The provided page content only describes a mobile recharge service, with no mention of smartphone financing, underwriting, leasing, or sales on installments. No evidence supports the company directly providing the target category."
waricel.com,True,0.8,unknown,https://www.waricel.com/orange-money-transfer-mali,"Mali - Transfert d'argent Mobile Money TRANSFERT D'ARGENT INTERNATIONAL Directement sur les comptes Orange Money, MTN Mobile Money, Moov Money.","Based solely on the provided page content, Transfert d'argent Mobile Money focuses on money transfer services and does not provide any direct evidence of offering smartphone financing or associated services. Therefore, the entity type is 'unknown' as evidence for the target category is missing."
topup-balance.com,False,0.6,unknown,https://topup-balance.com/en-ml/mobile-mali,"$33.32 Unlimited eSIM, Unlimited Essential, 3 Days Unlimited eSIM, Unlimited Essential, 3 Days FROM $3.53 Orange Orange FROM $39.06 Cherry Credits Cherry Credits Recommended FROM $0.99 Free Fire Free Fire FROM $3.53 Orange Orange Pay with Cryptocurrency in Mali. 【17+】 payment methods for Mobile! ⏩ Fast, instant & secure. Recharge online & safe payment Mobile in Mali. Online mobile top-up TopUp-Balance provides a sim","The evidence from the only retrieved page shows that the company offers mobile top-up services and payment options. There is no mention of financing or selling smartphones on installments or any related service. Thus, based on the available information, the company/domain does not directly provide the target category of smartphone financing. Due to insufficient evidence, the classification is unknown."
maya.net,False,0.9,unknown,https://maya.net/esim/mali,"Travel with unlimited high-speed data in Mali with a prepaid travel eSIM. Instant activation via email, no SIM card required! eSIM for Mali - Prepaid & Unlimited Data from $4.99 | Maya Mobile","Based on the sole retrieved page, the company offers prepaid eSIM data services and does not provide any evidence of direct smartphone financing or related services. Therefore, the classification is unknown due to insufficient evidence."




domain,validated,confidence,entity_type,evidence_pages,supporting_snippets,reasoning
orangemali.com,True,0.95,provider,https://www.orangemali.com/fr/prt-smartphone-et-tablette.html,Achetez vos smartphones et tablettes à crédit sur plusieurs 12 mois et bénéficiez du meilleur de l'internet autres services associés. Offre disponible uniquement chez Orange Mali,"The content explicitly states that customers can buy smartphones and tablets on credit for several months directly from Orange Mali, confirming that they directly provide smartphone financing services, not just acting as an aggregator or referring to partners."
bdm-sa.com,True,0.8,provider,https://www.bdm-sa.com/malien-residant-a-l-etranger-credit-personnel,"Le crédit personnel est destiné à financer tout type de dépenses, sans aucune restriction quant à l'objet du crédit. Le client a le choix entre plusieurs formules : Le Crédit à la Consommation Le Crédit Équipement Le Crédit Auto Prêt Scolarité Prêt Tabaski","The company explicitly offers 'Crédit Équipement' as a form of personal credit intended to finance various expenses without restriction. This shows they directly provide financing services that can include smartphones. Hence, they qualify as a provider for smartphone financing."
ml.coinafrique.com,True,0.9,aggregator,https://ml.coinafrique.com/categorie/telephones-et-tablettes/samsung-galaxy | https://ml.coinafrique.com/annonce/telephones-et-tablettes/iphone-12-3009809,- Téléphones & Tablettes neufs et occasions - CoinAfrique - Mali Retrouvez toutes les annonces undefined neufs et occasions sur CoinAfrique. Achetez et vendez votre undefined près de chez vous. | Téléphones & Tablettes iPhone 12 neufs et occasions au Mali - CoinAfrique Mali - 3009809 Retrouvez toutes les annonces au Mali ... des milliers d'annonces et bonnes affaires à découvrir près de chez vous et partout en Afrique,"All retrieved pages are listings of phones for sale, either new or used, on the CoinAfrique platform. There is no mention or evidence that the company or domain itself offers smartphone financing, leases, or installment sales. Financing appears to be provided by third parties or not directly stated. Thus, the company acts as an aggregator directing buyers to listings rather than being a direct provider or partner-only financing page."
rebtel.com,False,0.9,unknown,https://www.rebtel.com/fr/campagne/cms/mali-recharger,"Les crédits sont envoyés vers tous les opérateurs au Mali (Orange, Sotelma-Malitel) et sont reçus instantanément afin que votre destinataire puisse passer des appels, envoyer des SMS et acheter des données pour surfer en ligne.","The retrieved page only shows that Rebtel provides mobile credit recharge services, with no indication that they provide smartphone financing directly, partner for financing, or act as an aggregator. Therefore, the entity type is unknown and the goal is not validated."
seagm.com,False,0.8,unknown,https://www.seagm.com/fr/mobile-recharge/Mali,"Rechargez vos crédits de téléphone portable dans Mali , de n'importe où, à n'importe qui.","The retrieved page only demonstrates that Seagm is involved in mobile phone recharge services. There is no mention of directly offering smartphone financing, leasing, or selling smartphones with installment plans. Therefore, based on the provided content, Seagm cannot be classified as a provider, aggregator, or partner in smartphone financing, leading to an unknown classification with no validation."
banqueatlantique.net,True,0.7,unknown,https://www.banqueatlantique.net/bf/particuliers/anet-bf | https://www.banqueatlantique.net/bf/particuliers/credits-conso-bf,Financement de Projets Projets Domestiques Découvert sur Compte Avance sur Salaire Avance sur Rappel Prêt scolaire Crédits Conso Prêt spécial fête Prêt Ramadan Crédit Express 0% Projets Immobiliers Crédit Immobilier | Le capital est remboursé par des mensualités constantes La durée de remboursement peut être choisie librement de sorte que l’échéance mensuelle soit adaptée à votre budget,"The retrieved pages show Banque Atlantique offers various loans and consumer credit products with installment repayment schemes. However, there is no direct mention of financing, selling, leasing, or underwriting smartphones specifically. The evidence is insufficient to conclude that Banque Atlantique directly provides smartphone financing. Therefore, the entity type is classified as unknown."
bamada.net,False,0.8,unknown,https://bamada.net/moov-africa-malitel-innove-lapplication-my-moov-pour-gerer-en-toute-simplicite-votre-compte-mobile-depuis-votre-smartphone-ou-tablette | https://bamada.net/malitel-douze-nouvelles-offres-pour-satisfaire-la-clientele | https://bamada.net/transfert-monetaire-moov-money-innove-encore-au-benefice-de-ses-clients,L’application My Moov pour gérer en toute simplicité votre compte mobile depuis votre Smartphone ou tablette | des clients peuvent souscrire... payer dans les jeux avec leur crédit téléphonique | Mobicash la solution de transfert d’argent et de paiement mobile,"None of the provided retrieved pages contain evidence that Bamada or the domain bamada.net directly offers smartphone financing or installment plans for smartphones. The content mainly covers mobile account management, mobile payments, and telecom services without mention of financing provision or resale on installments. According to the rules, without clear evidence of direct financing services, the entity type cannot be provider, aggregator, or partner_only, so the correct classification is unknown."
app.talk-home.com,False,0.9,unknown,https://app.talk-home.com/mobile-top-up/mali/malitel | https://cards.talk-home.com/international-calling-rates/mali-calling-card,Send mobile top-ups to any Mali phone number in Mali instantly with Talk Home App. Get 10% off on your first Malitel top-up. | Make Cheap Phone Calls to Mali | Calling Cards for Mali. Make cheap international calls to Mali from your landline or mobile.,"Based on the retrieved pages, there is no direct evidence that APP Talk Home provides, finances, underwrites, leases, or sells smartphones on installments, or offers smartphone financing. The pages focus exclusively on mobile top-ups and international calling cards, which are unrelated to smartphone financing. Therefore, the classification is unknown with a high level of confidence."
watra.org,False,0.8,unknown,https://watra.org/mali,"Mobile Connectivity: The prevalence of mobile phone usage, especially smartphones, reflects the accessibility of digital services. The mobile penetration rate was 113.8% in 2020, with 23.1 million active mobile subscribers, according to the AMRTP. The smartphone penetration rate was 40% in 2020, with 8.1 million smartphone users, according to the G","The retrieved page content only contains general information about mobile and smartphone penetration without any indication that the company or domain directly provides smartphone financing services. There is no evidence of financing, underwriting, leasing, or selling smartphones on installment. Based on the provided information, the entity type cannot be determined as provider, aggregator, or partner_only; thus, unknown is the appropriate classification."
maliactu.net,False,0.2,unknown,https://maliactu.net/moov-money-malitel-rend-les-transferts-gratuits-une-revolution-pour-ses-abonnes,"MaliActu.net est le premier site d'information en ligne du Mali. Politique, societe, economie, sport — toute l'actualite malienne en temps reel.","The retrieved page only identifies maliactu.net as a news and information portal with no direct or indirect evidence that it provides smartphone financing or related installment services. The page content is unrelated to the target category, thus failing to demonstrate that the company directly offers, finances, underwrites, leases, or sells smartphone financing services."
zhooma.com,True,0.7,unknown,https://zhooma.com/samsung-galaxy-s9-plus-64go/pid/n1654 | https://www.zhooma.com/section/telephone-tablette,Téléphone & Tablette Infinix Infinix Huawei Huawei Xiaomi Xiaomi Samsung Samsung Tecno Tecno Tablette Tablette iPad Téléphone avec touche Téléphone avec touche iPhone iPhone Itel Itel | ZHOOMA Mali | Téléphone & Tablette Achetez tous vos articles preférés et soyez livrez en un temps record à travers tout le Mali.,"The retrieved pages primarily show that Zhooma is selling smartphones and tablets. There is no explicit evidence that the company provides smartphone financing directly, underwrites, leases, or sells smartphones on installments. There is no indication that they act as an aggregator or mention third-party financing partners either. Due to the lack of relevant information about financing, the entity type must be set to 'unknown'."
recharge.com,True,0.8,unknown,https://www.recharge.com/fr/ml/malitel | https://www.recharge.com/en/ml/malitel,re plan prépayé Malitel sur Recharge.com. Il suffit de quelques tapotements ! Nous savons combien il est frustrant de ne pas avoir assez de crédit. | Recharge Malitel Mali phones online | recharge.com Buy Malitel Mali recharge online ✓ Receive your code instantly by email ✓ More than 23 safe payment methods,"The retrieved pages only describe a phone recharge service allowing customers to buy credit for phones. There is no evidence that the company directly offers smartphone financing, leases, or sells smartphones on installments. Therefore, the entity type must be 'unknown' as evidence is insufficient or unrelated to the target category."
maliweb.net,True,0.3,unknown,https://www.maliweb.net/economie/telecom/paiement-mobile-et-vtc-orange-money-sintegre-a-moov-pour-transformer-la-mobilite-urbaine-3115026.html | https://www.maliweb.net/moov-money-malitel-les-transferts-dargent-entre-comptes-desormais-gratuits,Orange Finances Mobiles Mali a annoncé la signature d’un partenariat stratégique avec l’application de VTC Moov. | Content irrelevant or insufficient for smartphone financing evidence.,"The provided pages mention partnerships and mobile payment services but do not provide direct evidence that Maliweb.net offers smartphone financing services directly. There is no indication that Maliweb underwrites, finances, leases, or sells smartphones on installments. Given the limited and ambiguous content, the classification is unknown."
mobilerecharge.com,True,0.9,unknown,https://mobilerecharge.com/send/recharge/Mali/Malitel/20Prepaid/20Credit | https://mobilerecharge.com/buy/mobile/recharge/mali,"MobileRecharge.com supports various types of mobile recharge such as airtime, data, or bundle using secure payments. | We have great daily offers for international airtime transfers, payments are processed in a secure and reliable environment.","The retrieved pages only discuss mobile recharge services (airtime, data bundles) and international airtime transfers. There is no evidence that mobilerecharge.com directly offers smartphone financing, installment sales, leasing, or underwriting of smartphone financing. Therefore, based on the provided pages, the entity type is unknown due to lack of relevant evidence."
mali-achats.com,True,0.8,unknown,https://www.mali-achats.com/boutiques/telephonie | https://www.mali-achats.com/page/modes-de-paiement,"Mali-achats est un site web de vente en ligne au Mali. Avec la plateforme de e-commerce Mali-achats, faîtes vos achats en ligne | Les achats effectués via Mali-achats, peuvent être réglés : En cash à la livraison des articles ; Via","The retrieved pages show Mali Achats is an e-commerce platform selling smartphones and accessories directly but provide no evidence that the company itself offers financing, installment payments, or leasing for smartphones. Payment methods include cash but do not indicate credit or financing services. Therefore, the entity type must be 'unknown' since no direct provision or financing of smartphone sales is evidenced."
monniz.com,False,0.9,unknown,https://monniz.com/service/forfait-internet-orange-mali | https://monniz.com/service/recharge-mobile-malitel-mali,"Payer : Procédez au paiement en utilisant l'une des méthodes disponibles. Votre recharge sera créditée instantanément sur le numéro du destinataire. Avec Monniz, restez connecté facilement et rapidement au Mali avec le Forfait internet Orange. | Payer : Procédez au paiement en utilisant votre méthode de paiement préférée. La recharge sera créditée instantanément sur le numéro du destinataire.","The provided pages only describe prepaid service recharges and internet forfaits without any indication that Monniz directly offers, finances, underwrites, leases, or sells smartphones on installment. There is no evidence that Monniz is a provider, aggregator, or partner related to smartphone financing."
